UUID,URL Status,Identified Protocol,URL,Final URL,Final URL Response Status Code,HTTP Exception
fileidentifier,indicator_linkresolves,protocol,rawurl,finalurl,linkhttpstatuscode,linkhttpexception
04301870-c25b-4941-9f28-6eb799cabb9b,PASS,OGC:WMS-1.3.0-http-get-map,https://geoserver.geo-zs.si/GeoZS_Superficial_Geology/ows?,https://geoserver.geo-zs.si/GeoZS_Superficial_Geology/ows?request=GetCapabilities,200,
04301870-c25b-4941-9f28-6eb799cabb9b,PASS,wfs,https://geoserver.geo-zs.si/GeoZS_Superficial_Geology/ows?service=wfs&version=2.0.0&request=GetFeature&typenames=gsmlp:SVN_GeoZS_1M_SGA_INSP&outputFormat=SHAPE-ZIP&srsName=urn:x-ogc:def:crs:EPSG:3912&sortBy=identifier,https://geoserver.geo-zs.si/GeoZS_Superficial_Geology/ows?outputFormat=SHAPE-ZIP&request=GetCapabilities&service=wfs&sortBy=identifier&srsName=urn:x-ogc:def:crs:EPSG:3912&typenames=gsmlp:SVN_GeoZS_1M_SGA_INSP&version=2.0.0,200,
04b5a38e-ea78-4e68-aa36-9528d792d54a,FAIL,OGC:WMS,https://mapserver.geo-zs.si/cgi-bin/masprem?,https://mapserver.geo-zs.si/cgi-bin/masprem?request=GetCapabilities,500,
04b5a38e-ea78-4e68-aa36-9528d792d54a,PASS,wms,https://geoserver.geo-zs.si/pub-ins-data/nz/wms?,https://geoserver.geo-zs.si/pub-ins-data/nz/wms?request=GetCapabilities,200,
2be17c16-9af5-4f42-a458-13f971444f1e,PASS,wms,https://geoserver.geo-zs.si/pub-data/pangeo/wms?SERVICE=WMS&request=getcapabilities,https://geoserver.geo-zs.si/pub-data/pangeo/wms?SERVICE=WMS&request=GetCapabilities,200,
2be17c16-9af5-4f42-a458-13f971444f1e,PASS,OGC:WMS,https://geoserver.geo-zs.si/pub-data/pangeo/wms?,https://geoserver.geo-zs.si/pub-data/pangeo/wms?request=GetCapabilities,200,
2d6837af-90a4-46c4-bed7-87a2ebf41d0e,PASS,OGC:WMS-1.1.1-http-get-map,https://mapserver.geo-zs.si/cgi-bin/ogk100?,https://mapserver.geo-zs.si/cgi-bin/ogk100?request=GetCapabilities,200,
315486f6-3aec-4ac0-a222-0233a78c13a9,PASS,wms,https://mapserver.geo-zs.si/cgi-bin/Geoterm?SERVICE=WMS&request=GetCapabilities,https://mapserver.geo-zs.si/cgi-bin/Geoterm?SERVICE=WMS&request=GetCapabilities,200,
315486f6-3aec-4ac0-a222-0233a78c13a9,PASS,OGC:WMS-1.1.1-http-get-map,https://mapserver.geo-zs.si/cgi-bin/Geoterm?,https://mapserver.geo-zs.si/cgi-bin/Geoterm?request=GetCapabilities,200,
36a851e6-0784-4e3f-a23c-85d7ca582230,PASS,OGC:WMS-1.1.1-http-get-map,https://mapserver.geo-zs.si/cgi-bin/Geoterm?,https://mapserver.geo-zs.si/cgi-bin/Geoterm?request=GetCapabilities,200,
3873f3c0-03d9-4410-b730-4f72bd7c9bff,FAIL,wfs,https://gisportal.gov.si/arcgis/services/MK/eVRD_servis_d96/MapServer/WFSServer?request=GetCapabilities&service=WFS,,,HTTPCachedException - Resending previous exception - SSLException - Connection reset
3873f3c0-03d9-4410-b730-4f72bd7c9bff,FAIL,wms,https://gisportal.gov.si/arcgis/services/MK/eVRD_servis_d96/MapServer/WMSServer?request=GetCapabilities&service=WMS,,,HTTPCachedException - Resending previous exception - SSLException - Connection reset
39eae313-7022-4a17-b034-230e8903bcb6,FAIL,OGC:WMS,http://pektolit.geo-zs.si/exows/?,,,HTTPCachedException - Resending previous exception - UnknownHostException - pektolit.geo-zs.si
52535255-775d-4549-b6ea-9a6c0b9d50b0,FAIL,OGC:WMS-1.3.0-http-get-map,https://mapserver.geo-zs.si/cgi-bin/eenvplus-geozs?,https://mapserver.geo-zs.si/cgi-bin/eenvplus-geozs?request=GetCapabilities,500,
5862337a-35a0-4d02-a8d3-9a2959c1d96b,FAIL,wms,https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WMSServer?request=GetCapabilities&service=WMS,,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
5862337a-35a0-4d02-a8d3-9a2959c1d96b,FAIL,OGC:WMS,https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WMSServer?,,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
5862337a-35a0-4d02-a8d3-9a2959c1d96b,FAIL,wfs,"https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WFSServer?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=EGIP_EGIP_geothermal_map%3ASurface_Heat_Flow_line&MAXFEATURES=10&BBOX=13.275317,45.321849,16.710686,46.976674",,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
58e26010-011f-47a4-8073-04a06d72ad4a,PASS,OGC:WMS-1.1.1-http-get-map,https://mapserver.geo-zs.si/cgi-bin/Geoterm?,https://mapserver.geo-zs.si/cgi-bin/Geoterm?request=GetCapabilities,200,
5b961e48-c986-4756-86f4-0a3773cfa6c5,FAIL,wms,https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WMSServer?request=GetCapabilities&service=WMS,,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
5b961e48-c986-4756-86f4-0a3773cfa6c5,FAIL,OGC:WMS,https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WMSServer?,,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
5b961e48-c986-4756-86f4-0a3773cfa6c5,FAIL,wfs,"https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WFSServer?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=EGIP_EGIP_geothermal_map%3ATemperature_line_Lines_at_1000m_depth&MAXFEATURES=10&BBOX=13.275317,45.321849,16.710686,46.976674",,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
69c810f9-a2c3-4213-b467-ad719833060e,PASS,OGC:WMS-1.1.1-http-get-map,https://mapserver.geo-zs.si/cgi-bin/Geoterm?,https://mapserver.geo-zs.si/cgi-bin/Geoterm?request=GetCapabilities,200,
6f6a5f98-b84d-431b-b465-925938e68f34,PASS,OGC:WMS-1.3.0-http-get-map,https://mapserver.geo-zs.si/cgi-bin/ewater-geozs?,https://mapserver.geo-zs.si/cgi-bin/ewater-geozs?request=GetCapabilities,200,
78bfe1b3-8a29-4fd3-aa3a-a7c1d3513868,PASS,wms,https://geoserver.geo-zs.si/pub-data/minsur/wms?,https://geoserver.geo-zs.si/pub-data/minsur/wms?request=GetCapabilities,200,
80f49f4d-5611-4759-b63f-45ee88008665,PASS,OGC:WMS-1.1.1-http-get-map,https://mapserver.geo-zs.si/cgi-bin/Geoterm?,https://mapserver.geo-zs.si/cgi-bin/Geoterm?request=GetCapabilities,200,
94ef5a64-1319-44d0-9862-5f9d2d979012,FAIL,OGC:WMS,https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WMSServer?,,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
94ef5a64-1319-44d0-9862-5f9d2d979012,FAIL,wfs,"https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WFSServer?SERVICE=WFS&VERSION=1.1.0&REQUEST=GetFeature&TYPENAME=EGIP_EGIP_geothermal_map%3ATemperature_line_Lines_at_2000m_depth&MAXFEATURES=10&BBOX=13.275317,45.321849,16.710686,46.976674",,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
94ef5a64-1319-44d0-9862-5f9d2d979012,FAIL,wms,https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WMSServer?request=GetCapabilities&service=WMS,,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
9a8fd241-9162-407c-94e7-c98e05766881,PASS,wfs,https://ipi.eprostor.gov.si/wfs-si-gurs-kn/wfs?request=getCapabilities,https://ipi.eprostor.gov.si/wfs-si-gurs-kn/wfs?request=GetCapabilities,200,
c03497ab-a7ec-4952-9222-06bf3f2dcae9,PASS,OGC:WMS-1.1.1-http-get-map,https://mapserver.geo-zs.si/cgi-bin/Geoterm?,https://mapserver.geo-zs.si/cgi-bin/Geoterm?request=GetCapabilities,200,
C211EED2-54CA-4F43-8E85-EF59696A73CC,PASS,OGC:WMS-1.1.1-http-get-map,https://mapserver.geo-zs.si/cgi-bin/Geoterm?,https://mapserver.geo-zs.si/cgi-bin/Geoterm?request=GetCapabilities,200,
c93002fa-8064-4b7c-866b-2648ca1c403e,PASS,OGC:WMS,http://gis.arso.gov.si/geoserver-beta/SI.ARSO.NATURA/ows?service=wms&version=1.3.0&request=getCapabilities,http://gis.arso.gov.si/geoserver-beta/SI.ARSO.NATURA/ows?request=GetCapabilities&service=wms&version=1.3.0,200,
f5dc2716-bc26-439a-a0bb-9e220135e59c,PASS,OGC:WMS-1.1.1-http-get-map,https://mapserver.geo-zs.si/cgi-bin/Geoterm?,https://mapserver.geo-zs.si/cgi-bin/Geoterm?request=GetCapabilities,200,
fdf5cd43-e8e4-4472-a8c2-019c624fd938,FAIL,wms,https://gisserver.geo-zs.si/arcgis/services/EGIP/EGIP_geothermal_map/MapServer/WMSServer?request=GetCapabilities&service=WMS,,,HTTPCachedException - Resending previous exception - SocketTimeoutException - connect timed out
