UUID,URL Status,Identified Protocol,URL,Final URL,Final URL Response Status Code,HTTP Exception
fileidentifier,indicator_linkresolves,protocol,rawurl,finalurl,linkhttpstatuscode,linkhttpexception
0205ed82-a085-4432-98f5-ff0326c4d4de,PASS,wms,https://webgeo2.hidrografico.pt/geoserver/buoys/wms?service=WMS&version=1.3.0&request=GetCapabilities,https://webgeo2.hidrografico.pt/geoserver/buoys/wms?request=GetCapabilities&service=WMS&version=1.3.0,200,
0205ed82-a085-4432-98f5-ff0326c4d4de,PASS,wfs,https://webgeo2.hidrografico.pt/geoserver/buoys/wfs?service=WFS&version=2.0.0&request=GetCapabilitie,https://webgeo2.hidrografico.pt/geoserver/buoys/wfs?request=GetCapabilities&service=WFS&version=2.0.0,200,
0282d713-665d-489d-96e6-b95a3f14df32,PASS,wfs,https://servergeo.dgeg.gov.pt/arcgis/services/Visualizadores/CMDP/MapServer/WFSServer?request=GetCapabilities&service=WFS,https://servergeo.dgeg.gov.pt/arcgis/services/Visualizadores/CMDP/MapServer/WFSServer?request=GetCapabilities&service=WFS,200,
0282d713-665d-489d-96e6-b95a3f14df32,PASS,wms,https://servergeo.dgeg.gov.pt/arcgis/services/Visualizadores/CMDP/MapServer/WMSServer?request=GetCapabilities&service=WMS,https://servergeo.dgeg.gov.pt/arcgis/services/Visualizadores/CMDP/MapServer/WMSServer?request=GetCapabilities&service=WMS,200,
02bd4823-bbe2-4029-a0be-c2bb5c328c08,PASS,wfs,https://geo2.dgterritorio.gov.pt/geoserver/CLC/wfs?service=wfs&version=2.0.0&request=GetCapabilities,https://geo2.dgterritorio.gov.pt/geoserver/CLC/wfs?request=GetCapabilities&service=wfs&version=2.0.0,200,
02bd4823-bbe2-4029-a0be-c2bb5c328c08,PASS,wms,https://geo2.dgterritorio.gov.pt/geoserver/CLC/wms?service=wms&version=1.3.0&request=GetCapabilities,https://geo2.dgterritorio.gov.pt/geoserver/CLC/wms?request=GetCapabilities&service=wms&version=1.3.0,200,
0360b90b-96d4-4bb4-812c-d739c77b8652,FAIL,wms,https://visualizador-idea.ambiente.azores.gov.pt/postgresql/idea/public/pgrh_2022_2027/cgi-bin/qgis_mapserv.fcgi?request=GetCapabilities&service=WMS&version=1.3.0,https://visualizador-idea.ambiente.azores.gov.pt/postgresql/idea/public/pgrh_2022_2027/cgi-bin/qgis_mapserv.fcgi?request=GetCapabilities&service=WMS&version=1.3.0,403,
0360b90b-96d4-4bb4-812c-d739c77b8652,FAIL,wfs,https://visualizador-idea.ambiente.azores.gov.pt/postgresql/idea/public/pgrh_2022_2027/cgi-bin/qgis_mapserv.fcgi?request=GetCapabilities&service=WFS&version=1.0.0,https://visualizador-idea.ambiente.azores.gov.pt/postgresql/idea/public/pgrh_2022_2027/cgi-bin/qgis_mapserv.fcgi?request=GetCapabilities&service=WFS&version=1.0.0,403,
0360b90b-96d4-4bb4-812c-d739c77b8652,FAIL,wms,https://wssig3.azores.gov.pt/geoserver/plu-pgrh/wms?service=wms&version=1.3.0&request=GetCapabilities,https://wssig3.azores.gov.pt/geoserver/plu-pgrh/wms?request=GetCapabilities&service=wms&version=1.3.0,403,
0360b90b-96d4-4bb4-812c-d739c77b8652,FAIL,wfs,https://wssig3.azores.gov.pt/geoserver/plu-pgrh/wfs?service=wfs&version=2.0.0&request=GetCapabilities,https://wssig3.azores.gov.pt/geoserver/plu-pgrh/wfs?request=GetCapabilities&service=wfs&version=2.0.0,403,
0360b90b-96d4-4bb4-812c-d739c77b8652,FAIL,wms,https://wssig3.azores.gov.pt/geoserver/am-rb/wms?service=wms&version=1.3.0&request=GetCapabilities,https://wssig3.azores.gov.pt/geoserver/am-rb/wms?request=GetCapabilities&service=wms&version=1.3.0,403,
0360b90b-96d4-4bb4-812c-d739c77b8652,FAIL,wfs,https://wssig3.azores.gov.pt/geoserver/am-rb/wfs?service=wfs&version=2.0.0&request=GetCapabilities,https://wssig3.azores.gov.pt/geoserver/am-rb/wfs?request=GetCapabilities&service=wfs&version=2.0.0,403,
038A15AB-2EB6-40AF-93AB-875470BF84B3,PASS,wms,https://inspire.apambiente.pt/getogc/services/INSPIRE/LU_SpatialPlan_POC/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,https://inspire.apambiente.pt/getogc/services/INSPIRE/LU_SpatialPlan_POC/MapServer/WMSServer?REQUEST=GetCapabilities&SERVICE=WMS,200,
038A15AB-2EB6-40AF-93AB-875470BF84B3,PASS,wfs,https://inspire.apambiente.pt/getogc/services/INSPIRE/LU_SpatialPlan_POC/MapServer/WFSServer?request=GetCapabilities&service=WFS,https://inspire.apambiente.pt/getogc/services/INSPIRE/LU_SpatialPlan_POC/MapServer/WFSServer?request=GetCapabilities&service=WFS,200,
0395B32E-A30A-4711-B268-5807BF58DC7D,PASS,wfs,https://inspire.apambiente.pt/getogc/services/INSPIRE/LU_SpatialPlan_POC/MapServer/WFSServer?request=GetCapabilities&service=WFS,https://inspire.apambiente.pt/getogc/services/INSPIRE/LU_SpatialPlan_POC/MapServer/WFSServer?request=GetCapabilities&service=WFS,200,
0395B32E-A30A-4711-B268-5807BF58DC7D,PASS,wms,https://inspire.apambiente.pt/getogc/services/INSPIRE/LU_SpatialPlan_POC/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,https://inspire.apambiente.pt/getogc/services/INSPIRE/LU_SpatialPlan_POC/MapServer/WMSServer?REQUEST=GetCapabilities&SERVICE=WMS,200,
03C8C7B7-85B4-45DD-B683-4D126E3CD1F2,PASS,wms,https://inspire.apambiente.pt/getogc/services/INSPIRE/AM_DesignatedWaters/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetCapabilities,https://inspire.apambiente.pt/getogc/services/INSPIRE/AM_DesignatedWaters/MapServer/WMSServer?REQUEST=GetCapabilities&SERVICE=WMS,200,
