UUID,URL Status,Identified Protocol,URL,Final URL,Final URL Response Status Code,HTTP Exception
fileidentifier,indicator_linkresolves,protocol,rawurl,finalurl,linkhttpstatuscode,linkhttpexception
01903cec-4777-4cd0-9132-57e16e0b8655,PASS,wms,https://teenus.maaamet.ee/ows/geoloogia400k?service=WMS&version=1.3.0&request=GetCapabilities,https://teenus.maaamet.ee/ows/geoloogia400k?request=GetCapabilities&service=WMS&version=1.3.0,200,
01903cec-4777-4cd0-9132-57e16e0b8655,PASS,wfs,https://inspire.geoportaal.ee/geoserver/GE_geoloogia/wfs?service=WFS&version=2.0.0&request=GetCapabilities,https://inspire.geoportaal.ee/geoserver/GE_geoloogia/wfs?request=GetCapabilities&service=WFS&version=2.0.0,200,
01903cec-4777-4cd0-9132-57e16e0b8655,PASS,OGC:WMS,https://inspire.geoportaal.ee/geoserver/GE_geoloogia/wms?service=WMS&version=1.3.0&request=GetCapabilities,https://inspire.geoportaal.ee/geoserver/GE_geoloogia/wms?request=GetCapabilities&service=WMS&version=1.3.0,200,
0315d899-05e5-4635-bb2b-26f7fe6e03d1,PASS,OGC:WMS,https://inspire.geoportaal.ee/geoserver/PS_malestised/wms?service=WMS&version=1.3.0&request=GetCapabilities,https://inspire.geoportaal.ee/geoserver/PS_malestised/wms?request=GetCapabilities&service=WMS&version=1.3.0,200,
0315d899-05e5-4635-bb2b-26f7fe6e03d1,PASS,wfs,https://gsavalik.envir.ee/geoserver/muinsuskaitse/wfs?service=WFS&version=2.0.0&request=GetCapabilities,https://gsavalik.envir.ee/geoserver/muinsuskaitse/wfs?request=GetCapabilities&service=WFS&version=2.0.0,200,
0315d899-05e5-4635-bb2b-26f7fe6e03d1,PASS,wfs,https://inspire.geoportaal.ee/geoserver/PS_malestised/wfs?service=WFS&version=2.0.0&request=GetCapabilities,https://inspire.geoportaal.ee/geoserver/PS_malestised/wfs?request=GetCapabilities&service=WFS&version=2.0.0,200,
057b67ec-41a5-4b41-a144-9353cbe2d629,PASS,OGC:WMS,https://inspire.geoportaal.ee/geoserver/EF_hydrojaamad/wms?service=WMS&version=1.3.0&request=GetCapabilities,https://inspire.geoportaal.ee/geoserver/EF_hydrojaamad/wms?request=GetCapabilities&service=WMS&version=1.3.0,200,
057b67ec-41a5-4b41-a144-9353cbe2d629,PASS,wfs,https://inspire.geoportaal.ee/geoserver/EF_hydrojaamad/ows?service=WFS&version=2.0.0&request=GetCapabilities,https://inspire.geoportaal.ee/geoserver/EF_hydrojaamad/ows?request=GetCapabilities&service=WFS&version=2.0.0,200,
057efc0c-ac89-440a-9701-fb9399745155,PASS,wfs,https://teenus.maaamet.ee/ows/myrakaart?service=WFS&version=2.0.0&request=GetCapabilities,https://teenus.maaamet.ee/ows/myrakaart?request=GetCapabilities&service=WFS&version=2.0.0,200,
