UUID,URL Status,Identified Protocol,URL,Final URL,Final URL Response Status Code,HTTP Exception
fileidentifier,indicator_linkresolves,protocol,rawurl,finalurl,linkhttpstatuscode,linkhttpexception
https://data.gov.sk/set/data/gmd/0037b7ff-c87a-4119-9ab0-a9c2207a12a4,PASS,wfs,https://www.nlcsk.org/arcgis/services/InspireWFS/lpj_wfs/MapServer/WFSServer?SERVICE=WFS&REQUEST=GetFeature&VERSION=2.0.0&TYPENAMES=so%3ASoilBody&COUNT=1,https://www.nlcsk.org/arcgis/services/InspireWFS/lpj_wfs/MapServer/WFSServer?COUNT=1&REQUEST=GetCapabilities&SERVICE=WFS&TYPENAMES=so:SoilBody&VERSION=2.0.0,200,
https://data.gov.sk/set/data/gmd/0037b7ff-c87a-4119-9ab0-a9c2207a12a4,PASS,wms,https://www.nlcsk.org/arcgis/services/InspireWMS/lpj_wms/MapServer/WMSServer?version=1.3.0&service=WMS&request=GetCapabilities,https://www.nlcsk.org/arcgis/services/InspireWMS/lpj_wms/MapServer/WMSServer?request=GetCapabilities&service=WMS&version=1.3.0,200,
https://data.gov.sk/set/data/gmd/0037b7ff-c87a-4119-9ab0-a9c2207a12a4,PASS,wms,https://www.nlcsk.org/mgs/services/InspireWMS/lpj_wms/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetMap&FORMAT=image%2Fpng&TRANSPARENT=TRUE&VERSION=1.3.0&LAYERS=SO.SoilBody&STYLES=SO.SoilBody.Default&CRS=EPSG%3A5514&BBOX=-591073.618%2C-1330993.091%2C-190896.173%2C-1140600.0&WIDTH=152&HEIGHT=320,https://www.nlcsk.org/mgs/services/InspireWMS/lpj_wms/MapServer/WMSServer?BBOX=-591073.618%2C-1330993.091%2C-190896.173%2C-1140600.0&CRS=EPSG:5514&FORMAT=image/png&HEIGHT=320&LAYERS=SO.SoilBody&REQUEST=GetCapabilities&SERVICE=WMS&STYLES=SO.SoilBody.Default&TRANSPARENT=TRUE&VERSION=1.3.0&WIDTH=152,200,
https://data.gov.sk/set/data/gmd/0037b7ff-c87a-4119-9ab0-a9c2207a12a4,PASS,wfs,https://www.nlcsk.org/arcgis/services/InspireWFS/lpj_wfs/MapServer/WFSServer?service=WFS&AcceptVersions=2.0.0&request=GetCapabilities,https://www.nlcsk.org/arcgis/services/InspireWFS/lpj_wfs/MapServer/WFSServer?AcceptVersions=2.0.0&request=GetCapabilities&service=WFS,200,
https://data.gov.sk/set/data/gmd/027e068b-b127-4d68-896b-680a15e78b24,PASS,wms,https://mpt.svp.sk/server/services/inspire/PFRAFutureEvents_line_SK40000/MapServer/WMSServer?request=GetCapabilities&service=WMS,https://mpt.svp.sk/server/services/inspire/PFRAFutureEvents_line_SK40000/MapServer/WMSServer?request=GetCapabilities&service=WMS,200,
https://data.gov.sk/set/data/gmd/027e068b-b127-4d68-896b-680a15e78b24,PASS,wms,https://mpt.svp.sk/server/services/inspire/PFRAFutureEvents_line_SK40000/MapServer/WMSServer?SERVICE=WMS&REQUEST=GetMap&FORMAT=image%2Fpng&TRANSPARENT=TRUE&VERSION=1.3.0&LAYERS=PFRAFutureEvents_line_SK40000&STYLES=default&CRS=EPSG%3A5514&BBOX=-591073.618%2C-1330993.091%2C-190896.173%2C-1140600.0&WIDTH=152&HEIGHT=320,https://mpt.svp.sk/server/services/inspire/PFRAFutureEvents_line_SK40000/MapServer/WMSServer?BBOX=-591073.618%2C-1330993.091%2C-190896.173%2C-1140600.0&CRS=EPSG:5514&FORMAT=image/png&HEIGHT=320&LAYERS=PFRAFutureEvents_line_SK40000&REQUEST=GetCapabilities&SERVICE=WMS&STYLES=default&TRANSPARENT=TRUE&VERSION=1.3.0&WIDTH=152,200,
https://data.gov.sk/set/data/gmd/027e068b-b127-4d68-896b-680a15e78b24,PASS,wfs,https://mpt.svp.sk/server/services/inspire/PFRAFutureEvents_line_SK40000/MapServer/WFSServer?request=GetCapabilities&service=WFS,https://mpt.svp.sk/server/services/inspire/PFRAFutureEvents_line_SK40000/MapServer/WFSServer?request=GetCapabilities&service=WFS,200,
https://data.gov.sk/set/data/gmd/0294d799-3e2f-4038-afea-7c19b788b417,PASS,http://www.opengis.net/def/serviceType/ogc/wfs,https://maps.geocloud.sk/geoserver/ge/wfs?service=WFS&version=2.0.0&request=GetCapabilities,https://maps.geocloud.sk/geoserver/ge/wfs?request=GetCapabilities&service=WFS&version=2.0.0,200,
https://data.gov.sk/set/data/gmd/0294d799-3e2f-4038-afea-7c19b788b417,PASS,wms,https://maps.geocloud.sk/geoserver/ge/ows?SERVICE=WMS&REQUEST=GetMap&FORMAT=image%2Fpng&TRANSPARENT=TRUE&VERSION=1.3.0&LAYERS=MappedFeature&STYLES=generic&CRS=EPSG%3A4258&BBOX=32.88%2C-16.1%2C84.17%2C40.18&WIDTH=1000&HEIGHT=911,https://maps.geocloud.sk/geoserver/ge/ows?BBOX=32.88%2C-16.1%2C84.17%2C40.18&CRS=EPSG:4258&FORMAT=image/png&HEIGHT=911&LAYERS=MappedFeature&REQUEST=GetCapabilities&SERVICE=WMS&STYLES=generic&TRANSPARENT=TRUE&VERSION=1.3.0&WIDTH=1000,200,
