UUID,URL Status,Identified Protocol,URL,Final URL,Final URL Response Status Code,HTTP Exception
fileidentifier,indicator_linkresolves,protocol,rawurl,finalurl,linkhttpstatuscode,linkhttpexception
02ed2b22-43a1-40fe-bfdc-7e3a2ecda8d2,PASS,wms,https://geodata.gov.md/geoserver/caroiaj/wms?service=WMS&version=1.1.0&request=GetMap&layers=caroiaj%3ACaroiaj_10K_GK42_VISHAGI&bbox=123210.15625%2C67979.3515625%2C297723.5625%2C336700.375&width=498&height=768&srs=EPSG%3A4026&styles=&format=application/openlayers,https://geodata.gov.md/geoserver/caroiaj/wms?bbox=123210.15625%2C67979.3515625%2C297723.5625%2C336700.375&format=application/openlayers&height=768&layers=caroiaj:Caroiaj_10K_GK42_VISHAGI&request=GetCapabilities&service=WMS&srs=EPSG:4026&styles=&version=1.1.0&width=498,200,
03854f78-d48c-4c82-b8bc-05af0100e0a5,PASS,wms,http://geodata.gov.md/geoserver/maps/wms?service=WMS&version=1.1.0&request=GetMap&layers=maps%3Aharta_topografica_50k_2013&bbox=67499.99999873151%2C35998.830229711544%2C335749.0004323985%2C374000.0000012685&width=1280&height=768&srs=EPSG%3A4026&styles=&format=application/openlayers,http://geodata.gov.md/geoserver/maps/wms?bbox=67499.99999873151%2C35998.830229711544%2C335749.0004323985%2C374000.0000012685&format=application/openlayers&height=768&layers=maps:harta_topografica_50k_2013&request=GetCapabilities&service=WMS&srs=EPSG:4026&styles=&version=1.1.0&width=1280,200,
0436b20c-3a35-4ffe-a069-40d94f790057,PASS,wms,http://ndois.giscuit.com/ro/default/wms/private?,http://ndois.giscuit.com/ro/default/wms/private?request=GetCapabilities,200,
0536b9a9-891d-45b3-98d2-065865a8400b,PASS,wms,https://geodata.gov.md/geoserver/maps/wms?service=WMS&version=1.1.0&request=GetMap&layers=maps%3Aharta_topografica_10k_sc1963&bbox=86412.76010770953%2C36059.613431339174%2C337398.54391970375%2C370624.04583652486&width=576&height=768&srs=EPSG%3A4026&styles=&format=application/openlayers,https://geodata.gov.md/geoserver/maps/wms?bbox=86412.76010770953%2C36059.613431339174%2C337398.54391970375%2C370624.04583652486&format=application/openlayers&height=768&layers=maps:harta_topografica_10k_sc1963&request=GetCapabilities&service=WMS&srs=EPSG:4026&styles=&version=1.1.0&width=576,200,
068f8a03-a888-41b6-a7f1-bb14c0993a19,PASS,wms,http://ndois.giscuit.com/ro/default/wms/private?,http://ndois.giscuit.com/ro/default/wms/private?request=GetCapabilities,200,
0843d2bc-3c97-4481-80fa-efc9aa1c53f2,PASS,wms,http://geodata.gov.md/geoserver/orthophoto/wms?service=WMS&version=1.1.0&request=GetMap&layers=orthophoto%3AIargara_2007_20cm&bbox=200000.0%2C141000.0%2C207000.0%2C147000.0&width=768&height=658&srs=EPSG%3A4026&styles=&format=application/openlayers,http://geodata.gov.md/geoserver/orthophoto/wms?bbox=200000.0%2C141000.0%2C207000.0%2C147000.0&format=application/openlayers&height=658&layers=orthophoto:Iargara_2007_20cm&request=GetCapabilities&service=WMS&srs=EPSG:4026&styles=&version=1.1.0&width=768,200,
0a88e827-d4b0-47ea-ba09-144bb70c23c5,PASS,wms,https://geodata.gov.md/geoserver/caroiaj/wms?,https://geodata.gov.md/geoserver/caroiaj/wms?request=GetCapabilities,200,
0c7b1431-f9ee-481b-b428-7d3e7e3029db,FAIL,wms,http://api.asd.md/geoserver/public/wms,https://api.asd.md/geoserver/public/wms?request=GetCapabilities,404,
0dd09bd5-4a55-482f-9315-bdac307c506f,PASS,wms,http://geodata.gov.md/geoserver/maps/wms?service=WMS&version=1.1.0&request=GetMap&layers=maps%3AMap50k&bbox=59294.799485280004%2C34473.115578254685%2C344406.0465696263%2C375615.1188810468&width=641&height=768&srs=EPSG%3A4026&styles=&format=application/openlayers,http://geodata.gov.md/geoserver/maps/wms?bbox=59294.799485280004%2C34473.115578254685%2C344406.0465696263%2C375615.1188810468&format=application/openlayers&height=768&layers=maps:Map50k&request=GetCapabilities&service=WMS&srs=EPSG:4026&styles=&version=1.1.0&width=641,200,
0e1a46c2-c115-4b3f-b389-27d772d99fff,PASS,wms,http://soluri.md/en/default/wms/public,http://soluri.md/en/default/wms/public?request=GetCapabilities,200,
0f35c966-4129-4e2b-8f6f-39ce5b48bd3a,PASS,wms,http://geodata.gov.md/geoserver/orthophoto/wms?service=WMS&version=1.1.0&request=GetMap&layers=orthophoto%3ARiscani_2007_20cm&bbox=134000.0%2C308000.0%2C141000.0%2C317000.0&width=597&height=768&srs=EPSG%3A4026&styles=&format=application/openlayers,http://geodata.gov.md/geoserver/orthophoto/wms?bbox=134000.0%2C308000.0%2C141000.0%2C317000.0&format=application/openlayers&height=768&layers=orthophoto:Riscani_2007_20cm&request=GetCapabilities&service=WMS&srs=EPSG:4026&styles=&version=1.1.0&width=597,200,
11ab7153-4823-49ab-b9a0-3e02ba28f934,PASS,wms,http://soluri.md/en/default/wms/public,http://soluri.md/en/default/wms/public?request=GetCapabilities,200,
14859c28-e307-4b90-b15d-0d0d225bb6db,PASS,wms,https://geodata.gov.md/geoserver/caroiaj/wms?service=WMS&version=1.1.0&request=GetMap&layers=caroiaj%3ACaroiaj_10K_GK63&bbox=210000%2C210000%2C230000%2C230000&width=1280&height=768&srs=EPSG%3A4026&styles=&format=application/openlayers,https://geodata.gov.md/geoserver/caroiaj/wms?bbox=210000%2C210000%2C230000%2C230000&format=application/openlayers&height=768&layers=caroiaj:Caroiaj_10K_GK63&request=GetCapabilities&service=WMS&srs=EPSG:4026&styles=&version=1.1.0&width=1280,200,
1a61db8e-7f4d-4ab3-a5fe-b27aa88a3289,PASS,wms,http://geodata.gov.md/geoserver/orthophoto/wms?service=WMS&version=1.1.0&request=GetMap&layers=orthophoto%3ATelenesti_2007_20cm&bbox=193000.0%2C259000.0%2C201000.0%2C267000.0&width=768&height=768&srs=EPSG%3A4026&styles=&format=application/openlayers,http://geodata.gov.md/geoserver/orthophoto/wms?bbox=193000.0%2C259000.0%2C201000.0%2C267000.0&format=application/openlayers&height=768&layers=orthophoto:Telenesti_2007_20cm&request=GetCapabilities&service=WMS&srs=EPSG:4026&styles=&version=1.1.0&width=768,200,
1ba8c6e2-74b1-4216-bec8-c215e6af2098,PASS,wms,http://geodata.gov.md/geoserver/orthophoto/wms?service=WMS&version=1.1.0&request=GetMap&layers=orthophoto%3ACalarasi_2007_20cm&bbox=190000.0%2C232000.0%2C198000.0%2C238000.0&width=768&height=576&srs=EPSG%3A4026&styles=&format=application/openlayers,http://geodata.gov.md/geoserver/orthophoto/wms?bbox=190000.0%2C232000.0%2C198000.0%2C238000.0&format=application/openlayers&height=576&layers=orthophoto:Calarasi_2007_20cm&request=GetCapabilities&service=WMS&srs=EPSG:4026&styles=&version=1.1.0&width=768,200,
