uuid,data
eaaeb996-11d2-4784-8876-ff641cfcf042,https://kartta.imatra.fi/imatra_ows/?request=GetCapabilities&service=WMS
149ede66-627b-439f-b478-69ad4c6df218,https://geoserver.lounaistieto.fi/geoserver/maakuntakaavat/ows?service=wms&version=1.3.0&request=GetCapabilities
149ede66-627b-439f-b478-69ad4c6df218,https://geoserver.lounaistieto.fi/geoserver/maakuntakaavat/ows?service=wms&version=1.3.0&request=GetCapabilities
149ede66-627b-439f-b478-69ad4c6df218,https://geoserver.lounaistieto.fi/geoserver/hame_lappi/wms?service=WMS&version=1.3.0&request=GetCapabilities
{0B4B2FAC-ADF1-43A1-A829-70F02BF0C0E5},https://paikkatieto.ymparisto.fi/arcgis/services/INSPIRE/SYKE_Maanpeite/MapServer/WMSServer?request=GetCapabilities&service=WMS
{0B4B2FAC-ADF1-43A1-A829-70F02BF0C0E5},https://paikkatiedot.ymparisto.fi/geoserver/inspire_lc/wms?service=WMS&version=1.3.0&request=GetCapabilities
{0A7C0CF8-7BAA-49FF-835A-0B97DA89B9D4},https://paikkatieto.ymparisto.fi/arcgis/services/INSPIRE/SYKE_VaestonTerveysJaTurvallisuus/MapServer/WMSServer?request=GetCapabilities&service=WMS
{0A7C0CF8-7BAA-49FF-835A-0B97DA89B9D4},https://paikkatiedot.ymparisto.fi/geoserver/inspire_hh/wms?service=WMS&version=1.3.0&request=GetCapabilities
36385ae8-d6c3-4b97-b74e-bc6ee173fbba,https://kartta.hel.fi/ws/geoserver/avoindata/wms?request=GetCapabilities
36385ae8-d6c3-4b97-b74e-bc6ee173fbba,https://kartta.hel.fi/ws/geoserver/avoindata/wms?request=GetCapabilities
c2ca1093-c111-4062-9c32-0bb9e3de159d,https://kartta.luke.fi/geoserver/MVMI/wms?service=wms&version=1.3.0&request=GetCapabilities
38ec2985-f219-4949-a166-7e9d822c8960,https://kartta.luke.fi/geoserver/MVMI/wms?service=wms&version=1.3.0&request=GetCapabilities
1f9fa2c1-bd17-4f76-9b64-0e1d1864a8a8,https://avoinapi.vaylapilvi.fi/inspirepalvelu/tn-a/wms?request=getcapabilities
251b0d02-d251-4189-be4f-48963bb50f18,https://paikkatietopalvelu.pirnet.fi/arcgis/services/orivesi/kaava_ajantasa_WxS/MapServer/WMSServer?request=GetCapabilities&service=WMS
1b92a4dc-b9dc-4e73-83c7-f7adaab952c4,https://kartta.imatra.fi/imatra_ows/?request=GetCapabilities&service=WMS
d136a588-7fc6-4865-8d7c-b50d1398e728,http://geo.stat.fi/geoserver/vaestoalue/wms?service=wms&%20version=1.3.0&request=GetCapabilities
d136a588-7fc6-4865-8d7c-b50d1398e728,https://geo.stat.fi/inspire/ogc/wms?service=WMS&request=GetCapabilities&version=1.3.0
24d2d1af-a57c-49fb-98d3-82cac88bba39,https://kartta.uudenmaanliitto.fi/arcgis/services/Kaavayhdistelmat/VoimassaOlevienMaakuntakaavojenYhdistelma2/MapServer/WMSServer?service=WMS&request=GetCapabilities
24d2d1af-a57c-49fb-98d3-82cac88bba39,https://kartta.uudenmaanliitto.fi/arcgis/services/Kaavayhdistelmat/VoimassaOlevienMaakuntakaavojenYhdistelma/MapServer/WMSServer?service=WMS&request=GetCapabilities
bf238561-eb04-4c0b-b9dc-113fb5c6b3c4,https://openwms.fmi.fi/geoserver/Weather/wms?service=WMS&version=1.3.0&request=GetCapabilities
1b84c43d-1c80-47a1-bfed-ae0783295ba3,https://paikkatietopalvelu.pirnet.fi/arcgis/services/orivesi/kaava_yleiskaava/MapServer/WMSServer?request=GetCapabilities&service=WMS
21e78895-f706-4e1f-bf36-05b2241aef41,https://paikkatieto.karttatiimi.fi/huittinen/wms?request=GetCapabilities&service=WMS
21637789-114e-42ea-8f98-68f57c7e7604,https://enontekio.ubihub.io/geoserver/georaster/wms?
25ea6bca-b601-4c0f-a8ac-8f693ea0b307,https://kartta.raisio.fi/arcgis/services/inspire/Raision_WMS/MapServer/WMSServer?service=WMS&request=GetCapabilities
1abaf0db-c4b9-4da8-9cc0-9484344c9e4f,https://paikkatieto.jamsa.fi/geoserver/wms?request=GetCapabilities&service=WMS
24e6a5a3-36d3-48b1-a53c-81ca65e2b9c1,https://paikkatieto.sweco.fi/wms/kauhava/kartta
248581d1-16a0-46af-ba6c-18741e038081,https://paikkatieto.karttatiimi.fi/taipalsaari/wms?version=2.0.0&request=GetCapabilities
0adc3a08-0a5a-40a9-a6d0-a7979d7522fc,https://geosrv.sipoo.fi/geoserver/ows?service=WMS&request=getcapabilities
{5F95B099-0EAC-44DC-A1D5-B5B4A388A862},https://paikkatieto.ymparisto.fi/arcgis/services/INSPIRE/SYKE_Ortoilmakuvat/MapServer/WMSServer?request=GetCapabilities&service=WMS
{5F95B099-0EAC-44DC-A1D5-B5B4A388A862},https://paikkatiedot.ymparisto.fi/geoserver/inspire_oi/wms?service=WMS&version=1.3.0&request=GetCapabilities
1911179b-79ab-46f9-8130-fae46286b6a0,https://avoinapi.vaylapilvi.fi/inspirepalvelu/tn-w/wms?request=getcapabilities
